"store","price","vol","disp"
"MIAMI - PUBLIX",2.754505,10045,1
"MIAMI - WINN DIXIE",2.490097,8078,0
"NASHVILLE - KROGER CO",2.253484,4592,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.688532,2119,1
"RALEIGH/GREENSBORO - FOOD LION",2.448466,5084,1
"ALBANY,NY - PRICE CHOPPER",2.000184,5431,1
"BALTI/WASH - GIANT FOOD INC",3.053379,8449,1
"BALTI/WASH - SAFEWAY",3.986771,3704,0
"BALTI/WASH - SUPER FRESH",3.922166,1773,1
"MILWAUKEE - KOHLS FOOD STORE",3.165418,1735,0
"NEW ORLEANS - WINN DIXIE",2.812378,4088,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.319031,2517,0
"BUFFALO/ROCHESTER - WEGMANS",3.371887,2369,1
"CHARLOTTE - BI LO",2.386452,1801,1
"CHARLOTTE - HARRIS TEETER",2.46986,1858,1
"CHARLOTTE - WINN DIXIE",2.541961,3253,1
"CHARLOTTE - FOOD LION",2.427962,4685,1
"HARTFORD - STOP & SHOP",3.366864,1859,0
"JACKSONVILLE,FL - PUBLIX",2.73393,1898,1
"JACKSONVILLE,FL - WINN DIXIE",2.429528,3583,1
"JACKSONVILLE,FL - FOOD LION",2.41807,1306,1
"LOUISVILLE - KROGER CO",2.051675,7431,1
"LOUISVILLE - WINN DIXIE",2.600444,2250,1
"RICHMOND/NORFOLK - FOOD LION",2.437621,6693,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.824425,3480,1
"COLUMBUS,OH - BIG BEAR",2.713546,2702,1
"COLUMBUS,OH - KROGER CO",3.097839,3424,1
"LITTLE ROCK - HARVEST FOODS",2.707052,2113,1
"WICHITA - DILLON COMPANIES",3.692623,1464,1
"SOUTH CAROLINA - BI LO",2.3866,9418,1
"SOUTH CAROLINA - FOOD LION",2.439571,5403,0
"SOUTH CAROLINA - WINN DIXIE",2.386476,6906,1
"ORLANDO,FL - PUBLIX",2.750608,5345,1
"ORLANDO,FL - WINN DIXIE",2.474183,3796,0
"ORLANDO,FL - FOOD LION",2.449883,858,1
"SYRACUSE - P & C FOOD MARKE",3.180421,1236,1
"SYRACUSE - PRICE CHOPPER",2.00023,4350,1
"SYRACUSE - WEGMANS",3.474638,828,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106367,9392,1
"SAN ANT/CORPUS CHR - H E BUTT",2.920011,21478,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.280898,11627,1
"BIRMINGHAM/MONTGOM - KROGER",2.25319,1959,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.288859,6678,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.3882,2017,1
"NEW YORK (NEW) - A & P",4.349618,4319,0
"NEW YORK (NEW) - PATHMARK",4.386346,3911,1
"NEW YORK (NEW) - WALDBAUMS",4.484724,1702,0
"ROANOKE (NEW) - FOOD LION",2.493734,3192,1
"ROANOKE (NEW) - KROGER CO",2.477627,6928,1
"LOS ANGELES - LUCKY",2.902281,18502,1
"LOS ANGELES - RALPHS",3.053416,5635,1
"LOS ANGELES - VONS",3.553409,8594,0
"CHICAGO - DOMINICK",3.226448,7388,1
"CHICAGO - JEWEL",3.270391,13695,0
"CHICAGO - OMNI",2.742571,3500,1
"HOUSTON - KROGER CO",2.450864,13951,1
"HOUSTON - RANDALLS",3.682199,3219,0
"PITTSBURGH - GIANT EAGLE",3.327072,2715,1
"DETROIT - FARMER JACKS",2.72232,7361,1
"DETROIT - KROGER CO",2.721294,5748,1
"CLEVELAND - STOP N SHOP",2.941447,3484,1
"ST. LOUIS - NATIONAL SUPER",3.286432,2985,1
"ST. LOUIS - SCHNUCK MARKETS",2.653303,8356,1
"DALLAS/FT. WORTH - ALBERTSONS",3.453054,3717,1
"DALLAS/FT. WORTH - KROGER CO",2.653094,2456,0
"DALLAS/FT. WORTH - TOM THUMB",3.33931,3681,1
"DALLAS/FT. WORTH - WINN DIXIE",2.386248,2167,1
"BOSTON - SHAWS",2.429412,3060,0
"BOSTON - STAR MARKET",3.135957,559,1
"BOSTON - STOP & SHOP",2.558336,2717,0
"SAN FRANCISCO - LUCKY",3.201907,11119,1
"TAMPA/ST. PETE - KASH N KARRY",2.986331,4170,1
"TAMPA/ST. PETE - PUBLIX",2.771719,4420,0
"TAMPA/ST. PETE - WINN DIXIE",2.746828,4886,1
"DENVER - KING SOOPERS INC",3.810056,4296,1
"PHILADELPHIA - ACME MARKET",3.670556,3600,1
"ATLANTA - KROGER CO",3.351024,3712,0
"ATLANTA - WINN DIXIE",2.563823,3212,0
"CINCINNATI - KROGER CO",3.005917,4901,1
"INDIANAPOLIS - KROGER CO",2.653465,4545,1
"OKLAHOMA CITY - HOMELAND",3.072384,1271,1
"SACRAMENTO - RALEYS",3.665484,1973,1
"SAN DIEGO - LUCKY",3.104396,4186,1
"SAN DIEGO - RALPHS",3.053506,2168,1
"SALT LAKE CITY - SMITHS FOOD",3.053508,2523,1
"PHOENIX - SAFEWAY",3.587896,1041,1
"PHOENIX - FRY'S FOOD STORE",2.520161,2232,0
"PHOENIX - SMITHS FOOD",3.318567,1061,1
"MIAMI - PUBLIX",2.630752,9996,1
"MIAMI - WINN DIXIE",2.506859,8091,0
"NASHVILLE - KROGER CO",2.273742,4212,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.77692,2201,1
"RALEIGH/GREENSBORO - FOOD LION",2.438097,4604,1
"ALBANY,NY - PRICE CHOPPER",2.946203,632,1
"BALTI/WASH - GIANT FOOD INC",3.778375,4837,1
"BALTI/WASH - SAFEWAY",3.98708,4489,1
"BALTI/WASH - SUPER FRESH",3.896605,1296,0
"MILWAUKEE - KOHLS FOOD STORE",3.167133,1430,0
"NEW ORLEANS - WINN DIXIE",2.762641,4331,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.320341,2232,0
"BUFFALO/ROCHESTER - WEGMANS",3.353836,2959,1
"CHARLOTTE - BI LO",2.386072,1479,1
"CHARLOTTE - HARRIS TEETER",2.459814,1829,1
"CHARLOTTE - WINN DIXIE",2.865155,2425,1
"CHARLOTTE - FOOD LION",2.390794,4171,1
"HARTFORD - STOP & SHOP",3.347672,1697,0
"JACKSONVILLE,FL - PUBLIX",2.764256,1701,1
"JACKSONVILLE,FL - WINN DIXIE",2.434192,3609,1
"JACKSONVILLE,FL - FOOD LION",2.416788,1370,1
"LOUISVILLE - KROGER CO",2.443482,4618,1
"LOUISVILLE - WINN DIXIE",2.599226,1809,0
"RICHMOND/NORFOLK - FOOD LION",2.447205,5313,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.798559,3609,1
"COLUMBUS,OH - BIG BEAR",3.534538,941,1
"COLUMBUS,OH - KROGER CO",3.58643,2314,0
"LITTLE ROCK - HARVEST FOODS",2.697408,2006,1
"WICHITA - DILLON COMPANIES",3.693204,1545,1
"SOUTH CAROLINA - BI LO",2.386799,10393,1
"SOUTH CAROLINA - FOOD LION",2.704264,4690,0
"SOUTH CAROLINA - WINN DIXIE",2.386485,4691,1
"ORLANDO,FL - PUBLIX",2.750853,4688,0
"ORLANDO,FL - WINN DIXIE",2.438804,3881,1
"ORLANDO,FL - FOOD LION",2.419612,877,1
"SYRACUSE - P & C FOOD MARKE",3.200828,1449,0
"SYRACUSE - PRICE CHOPPER",2.884279,458,0
"SYRACUSE - WEGMANS",3.491309,863,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106743,9565,1
"SAN ANT/CORPUS CHR - H E BUTT",3.319934,16244,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.291828,11637,1
"BIRMINGHAM/MONTGOM - KROGER",2.253362,1859,1
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.28551,6294,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",3.023732,1222,1
"NEW YORK (NEW) - A & P",3.333333,6708,1
"NEW YORK (NEW) - PATHMARK",3.060606,30327,1
"NEW YORK (NEW) - WALDBAUMS",4.491093,1684,0
"ROANOKE (NEW) - FOOD LION",2.457698,3345,1
"ROANOKE (NEW) - KROGER CO",2.478232,7534,1
"LOS ANGELES - LUCKY",2.904334,19035,1
"LOS ANGELES - RALPHS",3.053524,5250,1
"LOS ANGELES - VONS",3.485735,5503,0
"CHICAGO - DOMINICK",2.519978,23901,1
"CHICAGO - JEWEL",3.259345,13376,0
"CHICAGO - OMNI",2.68343,3440,0
"HOUSTON - KROGER CO",2.704799,10752,1
"HOUSTON - RANDALLS",3.639029,6754,1
"PITTSBURGH - GIANT EAGLE",3.310716,2417,1
"DETROIT - FARMER JACKS",2.719061,7240,1
"DETROIT - KROGER CO",2.727592,4842,0
"CLEVELAND - STOP N SHOP",2.943521,3187,0
"ST. LOUIS - NATIONAL SUPER",3.303682,2743,1
"ST. LOUIS - SCHNUCK MARKETS",2.674629,8163,1
"DALLAS/FT. WORTH - ALBERTSONS",3.452711,3172,1
"DALLAS/FT. WORTH - KROGER CO",2.653645,3635,0
"DALLAS/FT. WORTH - TOM THUMB",3.273601,3432,1
"DALLAS/FT. WORTH - WINN DIXIE",2.386851,2099,1
"BOSTON - SHAWS",2.430975,2912,0
"BOSTON - STAR MARKET",3.126514,743,1
"BOSTON - STOP & SHOP",2.572035,2825,0
"SAN FRANCISCO - LUCKY",3.22525,10899,1
"TAMPA/ST. PETE - KASH N KARRY",3.032394,3797,1
"TAMPA/ST. PETE - PUBLIX",2.764043,6302,0
"TAMPA/ST. PETE - WINN DIXIE",2.90275,4000,0
"DENVER - KING SOOPERS INC",3.808187,3884,1
"PHILADELPHIA - ACME MARKET",3.681682,2997,1
"ATLANTA - KROGER CO",3.3616,3526,0
"ATLANTA - WINN DIXIE",2.559048,3277,0
"CINCINNATI - KROGER CO",2.989159,5258,1
"INDIANAPOLIS - KROGER CO",2.653077,3998,1
"OKLAHOMA CITY - HOMELAND",3.245203,938,1
"SACRAMENTO - RALEYS",3.020155,1935,1
"SAN DIEGO - LUCKY",3.094274,4890,1
"SAN DIEGO - RALPHS",3.05409,2237,1
"SALT LAKE CITY - SMITHS FOOD",3.052556,2093,1
"PHOENIX - SAFEWAY",3.586592,895,1
"PHOENIX - FRY'S FOOD STORE",3.587724,1727,0
"PHOENIX - SMITHS FOOD",2.667428,1314,1
"MIAMI - PUBLIX",2.632745,10701,1
"MIAMI - WINN DIXIE",2.512433,7681,0
"NASHVILLE - KROGER CO",2.253038,4608,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.92633,1466,1
"RALEIGH/GREENSBORO - FOOD LION",2.446493,4719,0
"ALBANY,NY - PRICE CHOPPER",2.937611,561,0
"BALTI/WASH - GIANT FOOD INC",3.794942,3994,1
"BALTI/WASH - SAFEWAY",3.987233,3838,1
"BALTI/WASH - SUPER FRESH",3.90458,1310,0
"MILWAUKEE - KOHLS FOOD STORE",3.140203,2368,0
"NEW ORLEANS - WINN DIXIE",2.773791,3930,0
"BUFFALO/ROCHESTER - TOPS MARKETS",2.417843,2197,0
"BUFFALO/ROCHESTER - WEGMANS",3.355667,3000,1
"CHARLOTTE - BI LO",2.386351,1817,1
"CHARLOTTE - HARRIS TEETER",2.492829,1534,1
"CHARLOTTE - WINN DIXIE",2.876799,2224,1
"CHARLOTTE - FOOD LION",2.465154,4362,1
"HARTFORD - STOP & SHOP",3.343492,1936,0
"JACKSONVILLE,FL - PUBLIX",2.771623,2058,1
"JACKSONVILLE,FL - WINN DIXIE",2.433502,3361,1
"JACKSONVILLE,FL - FOOD LION",2.389859,1203,1
"LOUISVILLE - KROGER CO",2.62771,2721,1
"LOUISVILLE - WINN DIXIE",2.600506,1582,0
"RICHMOND/NORFOLK - FOOD LION",2.56738,5328,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.857684,2902,1
"COLUMBUS,OH - BIG BEAR",3.545847,927,0
"COLUMBUS,OH - KROGER CO",2.386603,9987,1
"LITTLE ROCK - HARVEST FOODS",2.70078,2052,1
"WICHITA - DILLON COMPANIES",3.373684,1710,1
"SOUTH CAROLINA - BI LO",2.386669,10037,1
"SOUTH CAROLINA - FOOD LION",2.940885,5853,1
"SOUTH CAROLINA - WINN DIXIE",2.386658,3013,0
"ORLANDO,FL - PUBLIX",2.743469,6354,1
"ORLANDO,FL - WINN DIXIE",2.557112,3712,0
"ORLANDO,FL - FOOD LION",2.403246,801,1
"SYRACUSE - P & C FOOD MARKE",3.252101,1547,1
"SYRACUSE - PRICE CHOPPER",2.85422,391,0
"SYRACUSE - WEGMANS",3.490397,781,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106662,8766,1
"SAN ANT/CORPUS CHR - H E BUTT",3.263824,14612,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.334991,11663,1
"BIRMINGHAM/MONTGOM - KROGER",2.252868,1918,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.277866,6298,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",3.009937,1107,1
"NEW YORK (NEW) - A & P",3.494238,4512,1
"NEW YORK (NEW) - PATHMARK",4.385822,3442,1
"NEW YORK (NEW) - WALDBAUMS",4.5,1904,0
"ROANOKE (NEW) - FOOD LION",2.546731,2921,1
"ROANOKE (NEW) - KROGER CO",2.49417,5403,1
"LOS ANGELES - LUCKY",2.90642,15217,1
"LOS ANGELES - RALPHS",3.053148,4685,1
"LOS ANGELES - VONS",3.468843,6371,0
"CHICAGO - DOMINICK",3.136374,8462,1
"CHICAGO - JEWEL",3.129926,16140,1
"CHICAGO - OMNI",2.651334,2587,0
"HOUSTON - KROGER CO",2.705134,8726,1
"HOUSTON - RANDALLS",3.334303,4469,1
"PITTSBURGH - GIANT EAGLE",3.327195,2335,1
"DETROIT - FARMER JACKS",2.686754,7368,1
"DETROIT - KROGER CO",2.727202,5110,0
"CLEVELAND - STOP N SHOP",3.089501,2905,1
"ST. LOUIS - NATIONAL SUPER",3.605804,1654,0
"ST. LOUIS - SCHNUCK MARKETS",2.470553,9967,1
"DALLAS/FT. WORTH - ALBERTSONS",3.453161,3480,1
"DALLAS/FT. WORTH - KROGER CO",3.727885,3267,0
"DALLAS/FT. WORTH - TOM THUMB",3.333146,3566,1
"DALLAS/FT. WORTH - WINN DIXIE",2.386463,2290,1
"BOSTON - SHAWS",2.425504,3027,0
"BOSTON - STAR MARKET",3.123364,535,0
"BOSTON - STOP & SHOP",2.537153,2234,0
"SAN FRANCISCO - LUCKY",3.668699,9022,1
"TAMPA/ST. PETE - KASH N KARRY",3.079355,3289,1
"TAMPA/ST. PETE - PUBLIX",2.778636,5177,0
"TAMPA/ST. PETE - WINN DIXIE",2.868284,4039,1
"DENVER - KING SOOPERS INC",3.460873,4856,1
"PHILADELPHIA - ACME MARKET",3.608369,3059,1
"ATLANTA - KROGER CO",3.353194,3256,0
"ATLANTA - WINN DIXIE",2.552478,3249,0
"CINCINNATI - KROGER CO",3.07915,5458,1
"INDIANAPOLIS - KROGER CO",2.65374,3997,1
"OKLAHOMA CITY - HOMELAND",3.157163,1438,1
"SACRAMENTO - RALEYS",3.320281,2988,1
"SAN DIEGO - LUCKY",3.087719,4617,1
"SAN DIEGO - RALPHS",3.052931,1757,1
"SALT LAKE CITY - SMITHS FOOD",3.05358,2053,1
"PHOENIX - SAFEWAY",3.58805,954,1
"PHOENIX - FRY'S FOOD STORE",3.585686,1523,0
"PHOENIX - SMITHS FOOD",3.32063,2729,1
"MIAMI - PUBLIX",2.634831,9612,1
"MIAMI - WINN DIXIE",2.518716,7507,0
"NASHVILLE - KROGER CO",1.986477,4437,1
"RALEIGH/GREENSBORO - WINN DIXIE",2.971429,1610,1
"RALEIGH/GREENSBORO - FOOD LION",2.666667,3747,1
"ALBANY,NY - PRICE CHOPPER",2.937086,604,0
"BALTI/WASH - GIANT FOOD INC",3.794244,4656,0
"BALTI/WASH - SAFEWAY",3.986617,4035,1
"BALTI/WASH - SUPER FRESH",3.881206,1128,0
"MILWAUKEE - KOHLS FOOD STORE",3.150376,1463,1
"NEW ORLEANS - WINN DIXIE",2.794428,3984,0
"BUFFALO/ROCHESTER - TOPS MARKETS",1.706695,49290,1
"BUFFALO/ROCHESTER - WEGMANS",3.373025,2595,1
"CHARLOTTE - BI LO",2.386758,1903,1
"CHARLOTTE - HARRIS TEETER",2.500308,1623,1
"CHARLOTTE - WINN DIXIE",2.975188,2257,1
"CHARLOTTE - FOOD LION",2.592663,4198,1
"HARTFORD - STOP & SHOP",3.36613,1677,0
"JACKSONVILLE,FL - PUBLIX",2.799597,1487,1
"JACKSONVILLE,FL - WINN DIXIE",2.432307,3671,1
"JACKSONVILLE,FL - FOOD LION",2.454202,1059,1
"LOUISVILLE - KROGER CO",2.969256,3090,1
"LOUISVILLE - WINN DIXIE",2.599257,1884,0
"RICHMOND/NORFOLK - FOOD LION",2.628565,4663,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.807339,3052,0
"COLUMBUS,OH - BIG BEAR",3.538373,873,0
"COLUMBUS,OH - KROGER CO",2.386689,11164,1
"LITTLE ROCK - HARVEST FOODS",2.689815,1944,1
"WICHITA - DILLON COMPANIES",3.327109,1446,1
"SOUTH CAROLINA - BI LO",2.386641,9761,1
"SOUTH CAROLINA - FOOD LION",2.89878,5572,1
"SOUTH CAROLINA - WINN DIXIE",2.386968,2747,0
"ORLANDO,FL - PUBLIX",2.763163,5147,0
"ORLANDO,FL - WINN DIXIE",2.754226,3727,1
"ORLANDO,FL - FOOD LION",2.373402,782,1
"SYRACUSE - P & C FOOD MARKE",3.293463,719,0
"SYRACUSE - PRICE CHOPPER",2.802682,522,0
"SYRACUSE - WEGMANS",3.485356,717,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106475,9993,1
"SAN ANT/CORPUS CHR - H E BUTT",2.653357,27348,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.554669,10902,1
"BIRMINGHAM/MONTGOM - KROGER",2.030129,2091,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.280285,5762,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.591418,1072,1
"NEW YORK (NEW) - A & P",2.709558,6194,1
"NEW YORK (NEW) - PATHMARK",4.386882,3156,1
"NEW YORK (NEW) - WALDBAUMS",4.498467,1631,0
"ROANOKE (NEW) - FOOD LION",2.829151,2710,1
"ROANOKE (NEW) - KROGER CO",2.483046,5397,1
"LOS ANGELES - LUCKY",3.2434,13295,1
"LOS ANGELES - RALPHS",3.053496,5421,1
"LOS ANGELES - VONS",3.491639,6399,0
"CHICAGO - DOMINICK",3.110081,8194,1
"CHICAGO - JEWEL",3.108897,14454,1
"CHICAGO - OMNI",2.63356,2497,0
"HOUSTON - KROGER CO",2.722339,9029,1
"HOUSTON - RANDALLS",3.289659,5106,1
"PITTSBURGH - GIANT EAGLE",3.326373,2586,1
"DETROIT - FARMER JACKS",2.643525,8556,1
"DETROIT - KROGER CO",2.768803,4680,0
"CLEVELAND - STOP N SHOP",3.103649,3261,1
"ST. LOUIS - NATIONAL SUPER",3.372723,2361,0
"ST. LOUIS - SCHNUCK MARKETS",1.999976,42084,1
"DALLAS/FT. WORTH - ALBERTSONS",3.052951,3626,1
"DALLAS/FT. WORTH - KROGER CO",3.736603,1978,0
"DALLAS/FT. WORTH - TOM THUMB",3.338655,3257,0
"DALLAS/FT. WORTH - WINN DIXIE",2.386922,2034,1
"BOSTON - SHAWS",2.425907,3003,0
"BOSTON - STAR MARKET",3.13834,759,0
"BOSTON - STOP & SHOP",2.386815,4126,0
"SAN FRANCISCO - LUCKY",3.700236,9324,1
"TAMPA/ST. PETE - KASH N KARRY",3.1185,3519,0
"TAMPA/ST. PETE - PUBLIX",2.763168,5088,0
"TAMPA/ST. PETE - WINN DIXIE",2.887159,4174,0
"DENVER - KING SOOPERS INC",2.716917,11184,1
"PHILADELPHIA - ACME MARKET",2.653382,10689,1
"ATLANTA - KROGER CO",3.423437,3200,0
"ATLANTA - WINN DIXIE",2.568114,3017,0
"CINCINNATI - KROGER CO",2.386736,12952,1
"INDIANAPOLIS - KROGER CO",2.653327,4448,1
"OKLAHOMA CITY - HOMELAND",2.535733,5611,1
"SACRAMENTO - RALEYS",3.852211,1854,1
"SAN DIEGO - LUCKY",3.345786,4283,0
"SAN DIEGO - RALPHS",3.052811,1761,0
"SALT LAKE CITY - SMITHS FOOD",3.053384,2098,1
"PHOENIX - SAFEWAY",3.586722,1205,1
"PHOENIX - FRY'S FOOD STORE",2.653448,4640,0
"PHOENIX - SMITHS FOOD",3.320787,1780,1
"MIAMI - PUBLIX",2.646853,10279,1
"MIAMI - WINN DIXIE",2.533231,7794,0
"NASHVILLE - KROGER CO",1.986754,4756,1
"RALEIGH/GREENSBORO - WINN DIXIE",3.00908,1652,1
"RALEIGH/GREENSBORO - FOOD LION",2.683532,4190,1
"ALBANY,NY - PRICE CHOPPER",2.928954,746,0
"BALTI/WASH - GIANT FOOD INC",3.759815,4330,0
"BALTI/WASH - SAFEWAY",4.120574,4321,1
"BALTI/WASH - SUPER FRESH",3.887281,1313,0
"MILWAUKEE - KOHLS FOOD STORE",3.133568,3414,1
"NEW ORLEANS - WINN DIXIE",2.788316,3954,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.195122,5084,1
"BUFFALO/ROCHESTER - WEGMANS",3.390704,2754,1
"CHARLOTTE - BI LO",2.386578,1803,1
"CHARLOTTE - HARRIS TEETER",2.49694,1634,1
"CHARLOTTE - WINN DIXIE",2.889507,2516,1
"CHARLOTTE - FOOD LION",2.717428,4137,1
"HARTFORD - STOP & SHOP",2.386573,6837,0
"JACKSONVILLE,FL - PUBLIX",2.764495,1673,1
"JACKSONVILLE,FL - WINN DIXIE",2.448191,4063,1
"JACKSONVILLE,FL - FOOD LION",2.444272,1292,1
"LOUISVILLE - KROGER CO",2.691851,2528,0
"LOUISVILLE - WINN DIXIE",2.599695,1966,0
"RICHMOND/NORFOLK - FOOD LION",2.750226,5533,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.846426,2546,1
"COLUMBUS,OH - BIG BEAR",3.551844,1437,0
"COLUMBUS,OH - KROGER CO",2.393267,7842,1
"LITTLE ROCK - HARVEST FOODS",2.675331,2193,1
"WICHITA - DILLON COMPANIES",3.053525,1943,1
"SOUTH CAROLINA - BI LO",2.386732,9557,1
"SOUTH CAROLINA - FOOD LION",2.918521,5842,1
"SOUTH CAROLINA - WINN DIXIE",2.38718,2699,0
"ORLANDO,FL - PUBLIX",2.766576,5158,1
"ORLANDO,FL - WINN DIXIE",2.884192,4991,1
"ORLANDO,FL - FOOD LION",2.392016,977,1
"SYRACUSE - P & C FOOD MARKE",3.378337,1311,1
"SYRACUSE - PRICE CHOPPER",2.828423,577,0
"SYRACUSE - WEGMANS",3.487923,828,1
"NEW ENGLAND (NORTH) - SHOP N SAVE",2.106728,8517,1
"SAN ANT/CORPUS CHR - H E BUTT",3.040285,22490,1
"BIRMINGHAM/MONTGOM - BRUNOS",2.522353,11184,1
"BIRMINGHAM/MONTGOM - KROGER",2.026304,2319,0
"BIRMINGHAM/MONTGOM - WINN DIXIE",2.279948,5426,1
"HARRISBURG/SCRANTN - GIANT FOOD STO",2.960926,1382,1
"NEW YORK (NEW) - A & P",2.653481,13070,1
"NEW YORK (NEW) - PATHMARK",4.385705,3176,1
"NEW YORK (NEW) - WALDBAUMS",4.455548,1541,0
"ROANOKE (NEW) - FOOD LION",3.042332,2693,1
"ROANOKE (NEW) - KROGER CO",2.538027,5667,1
"LOS ANGELES - LUCKY",3.233166,10143,1
"LOS ANGELES - RALPHS",3.053492,7459,1
"LOS ANGELES - VONS",3.574932,5912,0
"CHICAGO - DOMINICK",1.319995,87495,1
"CHICAGO - JEWEL",3.128322,11892,1
"CHICAGO - OMNI",2.373373,8991,1
"HOUSTON - KROGER CO",2.721336,8530,1
"HOUSTON - RANDALLS",2.480517,10830,1
"PITTSBURGH - GIANT EAGLE",3.325534,2436,1
"DETROIT - FARMER JACKS",2.5,7078,1
"DETROIT - KROGER CO",3.018763,3411,0
"CLEVELAND - STOP N SHOP",3.087228,3038,0
"ST. LOUIS - NATIONAL SUPER",3.369393,2653,0
"ST. LOUIS - SCHNUCK MARKETS",2.266809,15483,1
"DALLAS/FT. WORTH - ALBERTSONS",3.053451,4434,1
"DALLAS/FT. WORTH - KROGER CO",3.706422,2071,0
"DALLAS/FT. WORTH - TOM THUMB",3.331679,4031,1
"DALLAS/FT. WORTH - WINN DIXIE",2.38716,2570,1
"BOSTON - SHAWS",2.44467,2467,0
"BOSTON - STAR MARKET",2.519679,2490,0
"BOSTON - STOP & SHOP",2.534657,2871,0
"SAN FRANCISCO - LUCKY",3.687349,8671,1
"TAMPA/ST. PETE - KASH N KARRY",2.885346,4422,1
"TAMPA/ST. PETE - PUBLIX",2.784657,5136,0
"TAMPA/ST. PETE - WINN DIXIE",2.903702,4133,0
"DENVER - KING SOOPERS INC",2.723824,10754,1
"PHILADELPHIA - ACME MARKET",3.634078,2864,1
"ATLANTA - KROGER CO",3.409365,3481,0
"ATLANTA - WINN DIXIE",2.672318,3244,0
"CINCINNATI - KROGER CO",2.386598,9506,1
"INDIANAPOLIS - KROGER CO",2.653036,4084,1
"OKLAHOMA CITY - HOMELAND",2.426716,4080,1
"SACRAMENTO - RALEYS",3.852023,1730,1
"SAN DIEGO - LUCKY",3.340585,2804,1
"SAN DIEGO - RALPHS",3.052862,2743,1
"SALT LAKE CITY - SMITHS FOOD",3.05336,2530,1
"PHOENIX - SAFEWAY",3.586352,1187,1
"PHOENIX - FRY'S FOOD STORE",2.653664,2743,0
"PHOENIX - SMITHS FOOD",3.320942,1910,1
"MIAMI - PUBLIX",2.646202,9887,1
"MIAMI - WINN DIXIE",2.498168,9005,0
"NASHVILLE - KROGER CO",1.986393,4336,1
"RALEIGH/GREENSBORO - WINN DIXIE",3.01312,1753,1
"RALEIGH/GREENSBORO - FOOD LION",2.799895,3793,0
"ALBANY,NY - PRICE CHOPPER",2.219205,5561,1
"BALTI/WASH - GIANT FOOD INC",3.772275,4321,0
"BALTI/WASH - SAFEWAY",4.120518,4016,1
"BALTI/WASH - SUPER FRESH",3.876081,1388,0
"MILWAUKEE - KOHLS FOOD STORE",3.134775,1803,0
"NEW ORLEANS - WINN DIXIE",2.791539,4231,0
"BUFFALO/ROCHESTER - TOPS MARKETS",3.193725,2550,1
"BUFFALO/ROCHESTER - WEGMANS",3.393486,2671,1
"CHARLOTTE - BI LO",2.386689,1818,1
"CHARLOTTE - HARRIS TEETER",2.19852,2433,1
"CHARLOTTE - WINN DIXIE",2.976433,2164,1
"CHARLOTTE - FOOD LION",2.65992,3755,1
"HARTFORD - STOP & SHOP",3.34828,1628,0
"JACKSONVILLE,FL - PUBLIX",2.775013,1929,0
"JACKSONVILLE,FL - WINN DIXIE",2.438931,3668,0
"JACKSONVILLE,FL - FOOD LION",2.448737,1346,1
"LOUISVILLE - KROGER CO",2.703196,2409,1
"LOUISVILLE - WINN DIXIE",2.599895,1902,0
"RICHMOND/NORFOLK - FOOD LION",2.806406,4246,1
"RICHMOND/NORFOLK - NEW FARM FRESH",2.813638,2801,1
"COLUMBUS,OH - BIG BEAR",3.586667,900,0
"COLUMBUS,OH - KROGER CO",2.395676,5550,1
"LITTLE ROCK - HARVEST FOODS",2.655987,2372,1
"WICHITA - DILLON COMPANIES",3.076593,1867,1
"SOUTH CAROLINA - BI LO",2.386653,8946,1
"SOUTH CAROLINA - FOOD LION",2.933423,4461,1
"SOUTH CAROLINA - WINN DIXIE",2.386718,3403,0
"ORLANDO,FL - PUBLIX",2.75869,5466,0
"ORLANDO,FL - WINN DIXIE",2.401763,4652,1
"ORLANDO,FL - FOOD LION",2.358263,829,1
"SYRACUSE - P & C FOOD MARKE",3.087437,995,1
