CS_PropertyID,rev_psf,Rent,leasing_rate,size,City_Market_Rent,stories,age,renovated,class,green_rating,LEED,amenities,Utility_Costs,class_a,class_b
339379,26.4616,38.8,68.2,183657,36.07,10,8,0,A,0,0,1,0.809839898,1,0
247469,39.082599,39.37,99.27,200703,32.16,11,25,0,A,1,0,1,0.808962754,1,0
252082,22.2,22.2,100,13326,32.33,2,49,0,C,0,0,0,0.809839898,0,0
576074,23.484,24,97.85,30000,32.4,3,80,0,B,0,0,1,0.809839898,0,1
653599,23.92434,25.8,92.73,6688,32.28,2,92,0,C,0,0,0,0.809839898,0,0
252918,20.9034,27,77.42,19636,32.56,3,51,0,C,0,0,0,0.809839898,0,0
259756,21.9819,28.2,77.95,5760,32.19,2,82,0,B,0,0,0,0.809839898,0,1
363320,22.80874,31.1,73.34,8458,32.49,2,83,0,C,0,0,0,0.809839898,0,0
735211,23.06304,31.2,73.92,5598,32.28,1,50,0,C,0,0,0,0.809839898,0,0
253265,31.592718,32.31,97.78,73971,32.31,3,62,1,B,0,0,0,0.809839898,0,1
256024,32.258112,32.64,98.83,38346,32.36,2,78,0,C,0,0,0,0.809839898,0,0
93458,35.99505,38.09,94.5,5905,32.35,2,43,0,B,0,0,0,0.809839898,0,1
249254,43.50396,51.6,84.31,130811,32.24,9,26,0,A,0,0,1,0.809839898,1,0
249261,50.074365,51.81,96.65,208283,32.13,9,16,0,A,0,0,1,0.809839898,1,0
247185,50.53488,52.8,95.71,205653,32.51,11,23,0,A,0,0,1,0.809839898,1,0
248270,49.37856,52.8,93.52,148201,32.4,9,24,1,A,0,0,0,0.809839898,1,0
248698,32.130762,54.33,59.14,208244,32.59,9,16,0,A,0,0,1,0.809839898,1,0
248091,35.3812,39.4,89.8,283586,37.13,13,18,0,A,1,0,1,0.808962754,1,0
1190790,18.6753,21,88.93,10933,37.03,2,44,0,B,0,0,0,0.809839898,0,1
248108,30.813822,35.59,86.58,204000,36.97,11,18,0,A,0,0,0,0.809839898,1,0
249499,34.8552,36,96.82,33653,37.04,2,30,0,B,0,0,0,0.809839898,0,1
93458,35.99505,38.09,94.5,5905,36.89,2,43,0,B,0,0,0,0.809839898,0,1
247185,50.53488,52.8,95.71,205653,36.67,11,23,0,A,0,0,1,0.809839898,1,0
247486,37.312609,39.43,94.63,101125,44.97,6,27,0,A,1,0,1,0.808962754,1,0
247571,19.52934,22.2,87.97,24104,45.24,2,29,0,C,0,0,0,0.809839898,0,0
254907,43.6275,45,96.95,63355,45.22,7,42,0,A,0,0,1,0.809839898,1,0
247354,43.7184,48,91.08,42791,45.07,6,27,0,A,0,0,0,0.809839898,1,0
5622424,63,63,100,6126,45.1,1,69,0,C,0,0,0,0.809839898,0,0
469956,37.71974,39.58,95.3,465765,30.23,27,21,0,A,1,0,1,-1.338583252,1,0
509628,17.079832,21.56,79.22,6420,29.99,2,41,0,C,0,0,0,-1.334763896,0,0
469977,21.071358,22.77,92.54,128832,30.09,8,21,0,A,0,0,1,-1.334763896,1,0
600249,24,24,100,44535,29.76,2,40,0,B,0,0,1,-1.334763896,0,1
470141,22.5625,25,90.25,96691,30.32,6,12,0,A,0,0,1,-1.334763896,1,0
470046,29.0339,29.5,98.42,225000,30.02,10,27,0,B,0,0,1,-1.334763896,0,1
470075,29.301,30,97.67,25600,29.94,2,28,0,B,0,0,0,-1.334763896,0,1
470091,27.132,30,90.44,65521,29.87,7,39,0,B,0,0,1,-1.334763896,0,1
478009,31,31,100,172046,30.42,8,6,0,A,0,0,1,-1.334763896,1,0
1149211,21.7437,33,65.89,8509,29.88,1,7,0,B,0,0,0,-1.334763896,0,1
470092,34,34,100,19766,30.03,2,29,1,B,0,0,0,-1.334763896,0,1
470059,29.22075,35.1,83.25,243381,30.01,7,26,0,A,0,0,1,-1.334763896,1,0
470000,32.5489,37,87.97,96179,29.77,9,36,1,A,0,0,1,-1.334763896,1,0
279791,35.847117,39.87,89.91,275757,27.9,14,17,0,A,1,0,1,0.808962754,1,0
279786,18.7179,25.8,72.55,20806,28,2,28,0,B,0,0,1,0.809839898,0,1
120180,25.3314,27,93.82,37738,28.44,3,28,1,B,0,0,1,0.809839898,0,1
279782,26.3655,27,97.65,24592,28.28,2,28,0,B,0,0,1,0.809839898,0,1
279788,26.05183,27.65,94.22,24960,28.01,2,28,0,B,0,0,1,0.809839898,0,1
279789,26.69976,28.2,94.68,41403,28.09,3,28,0,B,0,0,1,0.809839898,0,1
279780,31.208464,35.44,88.06,55322,28.26,3,28,0,B,0,0,1,0.809839898,0,1
279777,28.95556,35.45,81.68,55084,28.32,3,28,0,B,0,0,1,0.809839898,0,1
279790,41.945322,44.58,94.09,295809,28.32,14,20,0,A,0,0,1,0.809839898,1,0
224607,39.456,40,98.64,217500,35.59,10,10,0,A,1,0,0,-0.855759833,1,0
224719,23.332022,27.73,84.14,158118,35.88,4,22,0,A,0,0,1,-0.855505707,1,0
225222,26.32,28,94,30662,36.14,2,29,0,B,0,0,1,-0.855505707,0,1
815154,25.04865,28.5,87.89,158118,35.69,4,22,0,A,0,0,1,-0.855505707,1,0
224611,32.7705,35,93.63,234282,36.03,9,6,0,A,0,0,0,-0.855505707,1,0
224691,32.24045,36.5,88.33,130538,36.01,4,21,0,A,0,0,1,-0.855505707,1,0
224600,36.040467,42.89,84.03,235077,35.81,11,18,0,A,0,0,1,-0.855505707,1,0
224601,40.11705,44.25,90.66,235077,35.59,11,17,0,A,0,0,1,-0.855505707,1,0
246858,29.8083,40.2,74.15,35696,34.16,3,24,0,B,1,0,0,0.808962754,0,1
48078,25.355952,26.64,95.18,26135,34.03,4,22,0,B,0,0,0,0.809839898,0,1
246857,25.976293,31.69,81.97,19849,34.25,4,22,0,B,0,0,0,0.809839898,0,1
246875,34.2,34.2,100,21302,34.47,2,38,0,B,0,0,0,0.809839898,0,1
246870,52.709307,53.67,98.21,292056,34.27,20,18,0,A,0,0,1,0.809839898,1,0
248849,34.35894,40.2,85.47,207658,35.44,16,21,0,A,1,0,1,0.808962754,1,0
252402,26.0925,29.4,88.75,116362,35.65,17,35,0,A,0,0,0,0.809839898,1,0
248873,26.82139,29.65,90.46,52543,35.44,6,50,1,B,0,0,0,0.809839898,0,1
248874,28.541534,35.18,81.13,86736,35.46,6,21,0,A,0,0,0,0.809839898,1,0
252318,37.3254,42,88.87,89861,35.04,5,23,0,B,0,0,0,0.809839898,0,1
136178,40.5,40.5,100,216926,36.07,9,7,0,A,1,0,0,-1.475407977,1,0
135425,20.7828,23,90.36,176300,35.82,12,32,0,B,0,0,1,-1.475352135,0,1
135383,23.491,26,90.35,135989,35.94,7,23,1,A,0,0,1,-1.475352135,1,0
135359,32.104212,34.79,92.28,272968,36.06,13,26,0,A,0,0,1,-1.475352135,1,0
135358,34.244,35,97.84,205000,36.04,9,22,0,A,0,0,1,-1.475352135,1,0
41243,36.77,36.77,100,88236,35.55,7,9,0,A,0,0,0,-1.475352135,1,0
135362,38,38,100,204784,35.86,9,8,0,A,0,0,0,-1.475352135,1,0
136302,39.35,39.35,100,209151,35.98,10,6,0,A,0,0,0,-1.475352135,1,0
249318,37.601936,40.73,92.32,417459,39.75,10,36,1,A,1,0,1,0.808962754,1,0
92966,22.665582,28.17,80.46,31645,40.45,3,52,1,B,0,0,0,0.809839898,0,1
27422,28.8,28.8,100,66070,40.13,5,22,0,A,0,0,0,0.809839898,1,0
27241,14.1,30,47,10000,40.06,1,61,1,C,0,0,0,0.809839898,0,0
248933,27.9684,30.6,91.4,40880,40.15,5,56,1,B,0,0,0,0.809839898,0,1
249317,35.7,35.7,100,25571,40.28,3,25,0,B,0,0,0,0.809839898,0,1
249336,29.903965,37.31,80.15,85000,39.99,3,23,0,A,0,0,1,0.809839898,1,0
249316,37.999848,40.08,94.81,36099,40.05,3,27,0,B,0,0,0,0.809839898,0,1
249326,40.8,40.8,100,63000,40.2,5,44,1,A,0,0,0,0.809839898,1,0
249335,42.907514,43.81,97.94,103316,40.21,10,44,1,A,0,0,1,0.809839898,1,0
5360564,0,50.51,0,2495,40.45,2,71,0,C,0,0,0,0.809839898,0,0
248578,45.700956,51.24,89.19,74950,39.94,3,24,0,A,0,0,1,0.809839898,1,0
98457,54.675095,58.57,93.35,227437,40.15,10,35,1,A,0,0,1,0.809839898,1,0
247337,40.645226,41.26,98.51,255528,40.48,15,37,1,A,1,0,1,0.808962754,1,0
247390,22.85855,31.97,71.5,484154,40.27,21,37,0,A,0,0,1,0.809839898,1,0
27050,31.548,33,95.6,50000,40.12,4,42,1,B,0,0,0,0.809839898,0,1
247343,33.03,36,91.75,280500,40.53,14,44,0,A,0,0,1,0.809839898,1,0
247386,38.606328,39.33,98.16,311400,40.41,15,37,1,A,0,0,1,0.809839898,1,0
254039,23.8014,42,56.67,12000,40.16,3,16,0,B,0,0,0,0.809839898,0,1
42171,46.8,48,97.5,450000,40.38,23,25,0,A,0,0,1,0.809839898,1,0
247400,47.866377,49.69,96.33,492139,40.2,20,39,1,A,0,0,1,0.809839898,1,0
248729,33.74514,41.4,81.51,536027,29.83,6,20,0,A,1,0,1,0.808962754,1,0
600551,24,24,100,13000,29.85,2,66,1,B,0,0,0,0.809839898,0,1
248747,26.88399,29.19,92.1,530000,29.81,11,60,1,A,0,0,1,0.809839898,1,0
248723,28.334682,29.87,94.86,42880,29.75,5,58,1,A,0,0,1,0.809839898,1,0
248724,34.730462,38.09,91.18,409118,29.83,27,43,1,A,0,0,1,0.809839898,1,0
703590,34.773539,41.63,83.53,84174,41.08,11,1,0,A,1,1,1,0.244136256,1,0
790208,0,23.5,0,11822,40.66,2,101,0,C,0,0,0,0.248378735,0,0
129279,23.455,25,93.82,51153,40.6,12,22,0,B,0,0,0,0.248378735,0,1
129892,23.625,27,87.5,20000,40.92,9,68,0,C,0,0,0,0.248378735,0,0
1134116,14.326912,27.52,52.06,3546,40.78,2,107,1,C,0,0,0,0.248378735,0,0
129220,34.155447,34.49,99.03,65297,40.82,14,51,1,B,0,0,0,0.248378735,0,1
130157,0.0035,35,0.01,9496,40.85,3,48,1,C,0,0,0,0.248378735,0,0
129248,34.844958,36.18,96.31,149568,41.21,12,27,0,B,0,0,1,0.248378735,0,1
41201,21.244482,36.39,58.38,40459,40.64,7,102,0,C,0,0,0,0.248378735,0,0
129530,37,37,100,114801,40.89,12,44,1,B,0,0,0,0.248378735,0,1
129531,34.04625,37.5,90.79,44258,41.01,11,86,1,B,0,0,1,0.248378735,0,1
129447,33.97735,37.9,89.65,78850,41,11,43,0,B,0,0,0,0.248378735,0,1
129213,34.6408,38,91.16,71489,41.14,11,24,0,B,0,0,1,0.248378735,0,1
129270,35.5794,38,93.63,80403,40.59,15,53,0,C,0,0,0,0.248378735,0,0
129277,9.44768,38.72,24.4,239174,40.86,12,19,0,A,0,0,0,0.248378735,1,0
129226,35.525052,38.97,91.16,278772,40.86,12,25,0,B,0,0,1,0.248378735,0,1
129282,32.702144,39.08,83.68,205319,40.72,12,38,0,B,0,0,0,0.248378735,0,1
723164,18.634845,39.19,47.55,74028,40.79,12,1,0,A,0,0,0,0.248378735,1,0
129280,28.159911,39.39,71.49,170000,41.06,12,34,0,B,0,0,1,0.248378735,0,1
129586,36.89695,39.5,93.41,40000,40.98,12,89,1,B,0,0,0,0.248378735,0,1
129896,38.708,40,96.77,269626,41.12,12,3,0,A,0,0,1,0.248378735,1,0
129428,38.898743,40.49,96.07,225000,41.03,12,21,0,B,0,0,1,0.248378735,0,1
129589,35.67298,40.9,87.22,165933,40.76,12,40,1,B,0,0,0,0.248378735,0,1
129283,41,41,100,123000,41.02,12,44,0,A,0,0,1,0.248378735,1,0
129529,40.349638,41.38,97.51,67997,40.71,11,81,0,C,0,0,0,0.248378735,0,0
129528,35.92057,41.45,86.66,78470,41.19,12,57,1,B,0,0,1,0.248378735,0,1
129221,42,42,100,60321,41.18,11,21,0,B,0,0,1,0.248378735,0,1
129227,40.5762,42,96.61,79294,41.03,12,21,0,B,0,0,1,0.248378735,0,1
129272,40.899755,42.23,96.85,120276,40.5,14,26,0,B,0,0,1,0.248378735,0,1
129155,42.5,42.5,100,140500,40.84,12,25,0,B,0,0,1,0.248378735,0,1
753213,14.202001,42.79,33.19,310748,40.87,10,1,0,A,0,0,1,0.248378735,1,0
130253,44.06,44.06,100,216192,40.83,12,15,0,A,0,0,1,0.248378735,1,0
129250,31.1281,44.75,69.56,174589,40.9,12,25,0,B,0,0,0,0.248378735,0,1
129252,45,45,100,444235,41.23,12,26,0,B,0,0,0,0.248378735,0,1
129748,43.722,45,97.16,381068,40.82,12,6,0,A,0,0,1,0.248378735,1,0
129251,32.175429,46.09,69.81,298207,41.17,12,27,1,B,0,0,1,0.248378735,0,1
129441,45.389476,46.42,97.78,189000,40.81,12,25,0,B,0,0,1,0.248378735,0,1
129211,46.99,46.99,100,342014,41.11,12,18,0,A,0,0,1,0.248378735,1,0
129212,45.934002,47.34,97.03,167233,40.78,12,25,1,B,0,0,0,0.248378735,0,1
129278,48.348576,49.68,97.32,201657,41.04,12,29,0,B,0,0,1,0.248378735,0,1
129223,52.6119,53.5,98.34,214029,41.12,12,37,1,A,0,0,1,0.248378735,1,0
806613,30.184,55,54.88,393926,40.7,12,0,0,A,0,0,1,0.248378735,1,0
129744,28.524504,55.56,51.34,156686,40.81,11,16,0,A,0,0,0,0.248378735,1,0
246985,36.142036,41.72,86.63,103529,41.66,6,31,1,A,1,0,1,0.808962754,1,0
247478,22.706306,31.22,72.73,6600,41.57,2,42,0,B,0,0,0,0.809839898,0,1
246995,33,33,100,33600,41.41,3,30,0,B,0,0,1,0.809839898,0,1
256473,35.6175,45,79.15,88338,41.68,6,37,0,A,0,0,0,0.809839898,1,0
246972,49.904322,50.98,97.89,343421,42.05,19,22,0,A,0,0,1,0.809839898,1,0
254216,44.064,51,86.4,32450,41.51,3,15,0,B,0,0,0,0.809839898,0,1
354171,38.3628,42,91.34,50000,27.17,11,62,0,C,1,0,0,0.808962754,0,0
313321,7.376538,13.26,55.63,19375,27.4,5,21,0,B,0,0,0,0.809839898,0,1
313296,16.76025,19.1,87.75,79670,27.18,6,78,1,B,0,0,0,0.809839898,0,1
103311,19.8,19.8,100,8963,27.56,1,45,1,C,0,0,0,0.809839898,0,0
313380,18.67536,19.8,94.32,29922,27.61,3,24,0,C,0,0,0,0.809839898,0,0
314124,19.8,19.8,100,10400,27.26,2,47,0,C,0,0,0,0.809839898,0,0
313253,10.487324,22.06,47.54,81273,27.06,12,80,0,C,0,0,0,0.809839898,0,0
624505,21.58565,24.74,87.25,40000,27.31,4,47,0,B,0,0,0,0.809839898,0,1
35335,25.8192,26.4,97.8,38325,27.25,4,111,1,B,0,0,0,0.809839898,0,1
313242,18.43023,27.95,65.94,277000,27.46,20,25,0,B,0,0,0,0.809839898,0,1
313254,22.89072,30.9,74.08,223475,26.84,14,82,1,B,0,0,1,0.809839898,0,1
313239,27.637032,31.42,87.96,447159,27.33,22,38,1,A,0,0,0,0.809839898,1,0
313235,27.90074,32.3,86.38,338905,27.17,24,33,1,B,0,0,0,0.809839898,0,1
313229,28.043775,33.09,84.75,559392,27.21,34,18,0,A,0,0,1,0.809839898,1,0
313294,33.0264,36,91.74,68031,27.18,6,21,0,B,0,0,0,0.809839898,0,1
314127,2.5704,36,7.14,21000,27.08,4,79,1,C,0,0,0,0.809839898,0,0
596446,37.881,45,84.18,48161,27.37,4,62,1,B,0,0,0,0.809839898,0,1
247396,42,42,100,605942,40.61,28,38,1,A,1,0,1,0.808962754,1,0
247390,22.85855,31.97,71.5,484154,40.67,21,37,0,A,0,0,1,0.809839898,1,0
27050,31.548,33,95.6,50000,40.58,4,42,1,B,0,0,0,0.809839898,0,1
247517,30.3105,33,91.85,1124719,40.5,44,32,1,A,0,0,1,0.809839898,1,0
247343,33.03,36,91.75,280500,40.52,14,44,0,A,0,0,1,0.809839898,1,0
247386,38.606328,39.33,98.16,311400,40.81,15,37,1,A,0,0,1,0.809839898,1,0
42171,46.8,48,97.5,450000,40.66,23,25,0,A,0,0,1,0.809839898,1,0
247400,47.866377,49.69,96.33,492139,40.57,20,39,1,A,0,0,1,0.809839898,1,0
679445,51.006,60,85.01,775541,40.74,12,0,0,A,0,0,1,0.809839898,1,0
42172,89.6744,91.04,98.5,824106,40.46,39,17,0,A,0,0,1,0.809839898,1,0
249263,42,42,100,507000,29.92,21,17,0,A,1,0,0,0.808962754,1,0
26990,27,27,100,34500,29.58,4,24,0,B,0,0,0,0.809839898,0,1
248787,10.032,30,33.44,96000,30.03,7,31,1,A,0,0,1,0.809839898,1,0
249186,28.336282,33.38,84.89,212206,29.81,14,25,0,A,0,0,1,0.809839898,1,0
249437,40.5216,42,96.48,101121,44.84,5,39,1,A,1,0,1,0.808962754,1,0
249452,25.056,27,92.8,32535,44.38,3,47,1,B,0,0,1,0.809839898,0,1
249458,32.08644,34.2,93.82,88302,44.29,7,44,1,A,0,0,0,0.809839898,1,0
27225,34.1922,42,81.41,44253,44.38,5,50,0,B,0,0,0,0.809839898,0,1
249460,42.20424,46.8,90.18,49006,44.79,3,18,0,A,0,0,0,0.809839898,1,0
5335788,53.79,53.79,100,27679,44.63,6,66,0,C,0,0,0,0.809839898,0,0
468241,54,54,100,4400,44.27,1,55,0,B,0,0,0,0.809839898,0,1
249463,58.5,58.5,100,108452,44.74,3,18,0,A,0,0,0,0.809839898,1,0
470587,37.022364,42.09,87.96,1545008,26.33,76,22,0,A,1,0,1,-1.338583252,1,0
470450,3.039204,5.82,52.22,20004,26.42,3,107,0,C,0,0,0,-1.334763896,0,0
470429,13.95667,17.15,81.38,57630,26.04,7,100,1,B,0,0,0,-1.334763896,0,1
470753,17.91855,19.5,91.89,199076,25.77,21,6,0,A,0,0,1,-1.334763896,1,0
470510,18.89,20,94.45,27790,26.01,2,35,1,B,0,0,1,-1.334763896,0,1
470530,17.114688,20.64,82.92,22980,26.01,7,97,1,B,0,0,1,-1.334763896,0,1
470559,21.3994,22,97.27,97249,26.04,17,96,1,B,0,0,1,-1.334763896,0,1
470582,21.64916,22.1,97.96,77553,26.09,7,118,1,B,0,0,1,-1.334763896,0,1
528019,13.368,24,55.7,14519,26.07,4,101,1,B,0,0,0,-1.334763896,0,1
470442,11.252181,24.79,45.39,54270,25.9,6,117,1,B,0,0,0,-1.334763896,0,1
470570,23.33086,25.06,93.1,171305,26.27,8,99,1,B,0,0,1,-1.334763896,0,1
470741,24.4242,27,90.46,233000,25.99,13,54,1,A,0,0,0,-1.334763896,1,0
470547,25.611904,27.41,93.44,247161,25.83,17,48,1,A,0,0,1,-1.334763896,1,0
470536,26.5002,29,91.38,256481,25.92,38,93,1,A,0,0,1,-1.334763896,1,0
470589,29.997,30,99.99,1055547,25.9,62,17,0,A,0,0,1,-1.334763896,1,0
42050,26.667337,30.89,86.33,123673,26.06,23,36,0,B,0,0,0,-1.334763896,0,1
470540,31.152378,32.03,97.26,746510,26.4,41,38,1,A,0,0,1,-1.334763896,1,0
470565,28.160356,32.68,86.17,313380,26.01,15,84,1,B,0,0,0,-1.334763896,0,1
470562,23.2668,34.5,67.44,295515,25.86,22,77,1,B,0,0,1,-1.334763896,0,1
470573,11.852568,34.84,34.02,536356,25.9,41,34,0,A,0,0,1,-1.334763896,1,0
291230,42.15,42.15,100,106475,28.31,5,7,0,A,1,0,0,0.808962754,1,0
279465,25.74,25.74,100,35085,27.97,2,29,1,B,0,0,0,0.809839898,0,1
279786,18.7179,25.8,72.55,20806,28.01,2,28,0,B,0,0,1,0.809839898,0,1
279467,23.0604,26.4,87.35,30027,28.41,2,33,0,B,0,0,0,0.809839898,0,1
280743,26.4,26.4,100,17878,28.2,2,33,0,B,0,0,0,0.809839898,0,1
120180,25.3314,27,93.82,37738,27.93,3,28,1,B,0,0,1,0.809839898,0,1
279782,26.3655,27,97.65,24592,28.12,2,28,0,B,0,0,1,0.809839898,0,1
279788,26.05183,27.65,94.22,24960,27.96,2,28,0,B,0,0,1,0.809839898,0,1
279354,27.93076,28.6,97.66,25771,28.48,2,32,0,B,0,0,0,0.809839898,0,1
279469,32.54792,33.52,97.1,202031,28.12,10,26,1,B,0,0,1,0.809839898,0,1
279348,34.633125,35.25,98.25,317153,27.69,6,16,0,A,0,0,1,0.809839898,1,0
280322,31.9248,36,88.68,55010,27.89,4,20,1,A,0,0,0,0.809839898,1,0
279405,30.88344,37.2,83.02,82007,28.06,6,35,1,B,0,0,0,0.809839898,0,1
288096,38.4,38.4,100,186724,28.08,10,28,0,A,0,0,1,0.809839898,1,0
320974,37.91356,42.22,89.8,98548,35.3,8,24,0,B,1,0,0,0.808962754,0,1
321131,12.303,15,82.02,18908,34.76,3,100,1,B,0,0,0,0.809839898,0,1
321737,15,15,100,173105,34.85,5,100,1,B,0,0,0,0.809839898,0,1
320592,19.92,19.92,100,57772,35.03,3,154,1,B,0,0,0,0.809839898,0,1
320392,2.73651,21.98,12.45,24100,35.19,3,81,1,B,0,0,0,0.809839898,0,1
320726,23,23,100,216000,34.74,12,67,1,B,0,0,0,0.809839898,0,1
320867,19.5408,24,81.42,20784,35.31,4,107,1,B,0,0,0,0.809839898,0,1
320513,15.918108,25.72,61.89,65604,34.61,4,98,1,B,0,0,0,0.809839898,0,1
320733,26.5,26.5,100,72000,34.92,10,99,1,B,0,0,1,0.809839898,0,1
321328,0,27.96,0,15000,35.19,2,101,0,C,0,0,0,0.809839898,0,0
4204072,20.001,30,66.67,2400,34.91,3,100,0,C,0,0,0,0.809839898,0,0
320444,29.308095,31.05,94.39,313012,34.87,23,21,0,A,0,0,1,0.809839898,1,0
320749,28.175869,31.31,89.99,74325,34.57,5,24,0,B,0,0,0,0.809839898,0,1
320847,26.99865,31.5,85.71,19600,34.93,6,82,1,C,0,0,0,0.809839898,0,0
320439,29.49478,31.99,92.2,106000,35.01,11,94,1,B,0,0,0,0.809839898,0,1
320742,29.0816,32,90.88,30000,35.17,4,83,1,B,0,0,1,0.809839898,0,1
320750,24.5184,32,76.62,22664,34.81,6,80,1,B,0,0,0,0.809839898,0,1
320453,25.9556,34,76.34,42839,34.97,6,22,0,B,0,0,0,0.809839898,0,1
320434,32.713678,34.18,95.71,711000,35.16,48,21,0,A,0,0,0,0.809839898,1,0
320432,30.5187,34.5,88.46,89927,34.5,11,85,1,B,0,0,0,0.809839898,0,1
320362,32.466,35,92.76,151942,34.75,7,83,1,B,0,0,0,0.809839898,0,1
320845,27.755,35,79.3,51086,35.19,16,81,1,B,0,0,0,0.809839898,0,1
321018,9.31,35,26.6,18360,35.28,4,100,1,C,0,0,0,0.809839898,0,0
320799,23.234568,35.14,66.12,18021,35.24,7,79,1,C,0,0,0,0.809839898,0,0
320441,34.5664,35.2,98.2,265363,35.25,16,104,0,B,0,0,0,0.809839898,0,1
320428,34.463104,36.14,95.36,51051,34.84,6,93,1,B,0,0,0,0.809839898,0,1
320426,33.5844,38,88.38,240546,34.84,17,27,0,A,0,0,1,0.809839898,1,0
6175205,16.3995,39,42.05,2378,35.02,2,54,0,C,0,0,0,0.809839898,0,0
320364,13.877208,39.74,34.92,27000,35.04,3,100,1,B,0,0,0,0.809839898,0,1
320744,25.832,40,64.58,34104,35.12,5,22,0,B,0,0,1,0.809839898,0,1
320855,37.154936,41.21,90.16,180291,34.98,20,27,0,A,0,0,1,0.809839898,1,0
320431,42,42,100,51376,34.76,11,99,1,B,0,0,1,0.809839898,0,1
320445,43.8795,45,97.51,322362,35.17,20,17,0,A,0,0,0,0.809839898,1,0
320609,23.0445,45,51.21,196630,35.26,10,50,1,B,0,0,0,0.809839898,0,1
48100,42.639084,50.04,85.21,273084,35.07,13,48,1,A,0,0,1,0.809839898,1,0
320469,46.084365,50.67,90.95,818711,35.19,41,36,0,A,0,0,1,0.809839898,1,0
320735,48.320922,51.09,94.58,499215,35.21,48,35,0,A,0,0,1,0.809839898,1,0
320738,51.02508,56.4,90.47,11150,35.04,3,102,0,B,0,0,0,0.809839898,0,1
44565,66.081848,68.21,96.88,137011,35.07,16,40,0,B,0,0,1,0.809839898,0,1
693241,19.0995,42.5,44.94,310741,33.01,12,1,0,A,1,1,0,-1.475407977,1,0
137339,24.02125,27.5,87.35,134297,33.25,12,25,0,B,0,0,0,-1.475352135,0,1
137389,26.62375,29.5,90.25,193336,33.08,12,22,0,A,0,0,0,-1.475352135,1,0
137408,0.2015,32.5,0.62,162987,33.23,10,17,0,A,0,0,0,-1.475352135,1,0
137338,23.106589,33.29,69.41,243683,33.31,13,31,0,B,0,0,1,-1.475352135,0,1
137329,35,35,100,163627,33.35,10,17,0,A,0,0,0,-1.475352135,1,0
137337,16.689444,35.57,46.92,377846,33.58,13,31,0,B,0,0,1,-1.475352135,0,1
470527,41.939,42.5,98.68,1126428,27.34,56,18,0,A,1,0,1,-1.338583252,1,0
470780,3,6,50,80000,26.97,4,77,1,B,0,0,0,-1.334763896,0,1
533888,12.858,15,85.72,37300,27.34,5,100,1,B,0,0,0,-1.334763896,0,1
470734,13.125,17.5,75,80000,26.92,19,11,0,B,0,0,0,-1.334763896,0,1
614445,13.2948,18,73.86,12000,27.02,2,20,0,B,0,0,0,-1.334763896,0,1
470748,14.9587,19,78.73,99688,27.23,4,86,1,B,0,0,0,-1.334763896,0,1
470847,20,20,100,149882,27.33,5,34,1,A,0,0,1,-1.334763896,1,0
470556,18.0075,21,85.75,98699,27.17,10,98,1,B,0,0,0,-1.334763896,0,1
470584,20.6325,21,98.25,368000,27.45,29,23,1,A,0,0,1,-1.334763896,1,0
470569,14.6448,21.6,67.8,39940,27.64,8,89,1,B,0,0,0,-1.334763896,0,1
470550,20.8538,22,94.79,115400,27.28,10,79,1,B,0,0,0,-1.334763896,0,1
470654,17.377577,22.63,76.79,35880,27.31,6,100,1,B,0,0,0,-1.334763896,0,1
470535,19.78092,23.89,82.8,124136,27.39,14,78,1,B,0,0,1,-1.334763896,0,1
470563,11.508,24,47.95,51179,27.02,8,87,1,B,0,0,0,-1.334763896,0,1
470576,22.440432,24.36,92.12,115442,27.43,15,79,1,B,0,0,1,-1.334763896,0,1
470580,19.384785,25.29,76.65,82491,26.96,10,79,1,B,0,0,0,-1.334763896,0,1
1504822,26,26,100,97720,27.35,6,81,0,B,0,0,0,-1.334763896,0,1
470526,26.025492,26.66,97.62,1079013,27.29,54,19,0,A,0,0,1,-1.334763896,1,0
470531,23.707906,27.07,87.58,369996,27.25,25,19,0,A,0,0,0,-1.334763896,1,0
470554,25.211115,27.27,92.45,113927,27.42,10,48,1,B,0,0,1,-1.334763896,0,1
470538,21.492786,27.79,77.34,161412,27.18,27,78,1,B,0,0,0,-1.334763896,0,1
470508,25.749232,28.24,91.18,150055,27.13,13,86,1,B,0,0,0,-1.334763896,0,1
470588,27.508095,29.55,93.09,755000,27.11,30,21,0,A,0,0,0,-1.334763896,1,0
470541,30.61,30.61,100,60299,27.02,10,98,0,B,0,0,0,-1.334763896,0,1
470537,23.9136,32,74.73,85414,27.29,8,81,0,B,0,0,0,-1.334763896,0,1
470558,28.331568,32.61,86.88,225000,27.28,20,43,1,A,0,0,0,-1.334763896,1,0
470561,26.186758,33.41,78.38,277996,27.29,28,35,0,A,0,0,1,-1.334763896,1,0
470542,32.054178,33.54,95.57,507355,27.67,40,30,0,A,0,0,0,-1.334763896,1,0
508155,31.395,34.5,91,239406,26.94,18,82,1,B,0,0,1,-1.334763896,0,1
470503,34.408912,34.94,98.48,932437,27.47,44,18,0,A,0,0,1,-1.334763896,1,0
473285,35,35,100,52000,27.05,4,93,1,A,0,0,1,-1.334763896,1,0
470760,33.8724,36,94.09,309400,27.3,22,7,0,A,0,0,0,-1.334763896,1,0
470534,34.961888,36.64,95.42,218533,27.2,21,47,0,A,0,0,1,-1.334763896,1,0
