"deny","pi_exceed","black","poor_credit","selfemp","condomin","hschool","lvrat","pirat"
0,"no","no","no","no","no","yes",0.032,0.17
0,"no","no","no","no","no","yes",0.901,0.34
0,"no","no","no","no","no","yes",0.36,0.16
0,"no","no","no","no","no","yes",0.526,0.13
0,"no","no","no","no","no","yes",0.609,0.31
0,"no","no","no","yes","no","yes",0.721,0.23
0,"no","no","no","no","yes","yes",0.8,0.2
0,"no","no","no","no","no","yes",0.299,0.21
0,"no","no","no","no","no","yes",0.773,0.24
0,"no","no","no","no","no","yes",0.5,0.22
0,"no","no","no","no","no","yes",0.588,0.25
0,"no","no","no","no","yes","yes",0.832,0.34
0,"yes","no","no","no","no","yes",0.437,0.4
0,"no","no","no","no","no","yes",0.667,0.29
0,"no","no","no","no","no","yes",0.699,0.29
0,"no","yes","no","no","yes","yes",0.279,0.14
0,"yes","no","no","no","no","yes",1,0.41
0,"yes","yes","no","no","yes","yes",0.87,0.37
0,"yes","yes","no","no","yes","yes",0.952,0.43
0,"no","no","no","no","yes","yes",0.903,0.26
0,"no","no","no","no","yes","yes",0.953,0.23
0,"no","no","no","no","no","yes",0.639,0.217
0,"yes","no","no","no","yes","yes",0.732,0.37
0,"no","no","no","no","no","yes",0.9,0.332
0,"no","no","no","yes","no","yes",0.787,0.3
0,"yes","no","no","no","no","yes",0.688,0.371
0,"no","no","no","no","no","yes",0.839,0.35
0,"no","no","no","no","no","yes",0.229,0.17
0,"no","no","no","no","yes","yes",0.738,0.262
0,"no","no","no","no","no","yes",0.743,0.219
0,"no","no","no","no","yes","yes",0.8,0.348
0,"yes","no","no","no","no","yes",0.678,0.36
0,"yes","no","no","no","no","yes",0.537,0.43
0,"no","no","no","no","no","yes",0.198,0.27
0,"yes","no","no","no","no","yes",0.952,0.36
0,"no","no","yes","no","no","yes",0.676,0.27
0,"no","yes","no","no","no","yes",0.943,0.31
0,"no","no","no","no","no","yes",0.88,0.35
0,"yes","no","no","no","no","yes",0.894,0.36
0,"no","no","yes","yes","no","yes",0.429,0.26
0,"yes","no","no","no","no","yes",1.034,0.36
0,"no","no","no","no","no","yes",0.864,0.32
0,"no","no","no","no","yes","yes",0.917,0.28
0,"no","no","no","no","no","yes",0.802,0.34
0,"no","no","no","no","yes","yes",0.614,0.25
1,"no","no","no","no","no","yes",1.127,0.35
0,"no","no","no","yes","yes","yes",0.696,0.12
0,"no","no","no","no","yes","yes",0.584,0.33
0,"no","no","no","no","no","yes",0.787,0.26
0,"no","no","no","no","yes","yes",0.715,0.2
0,"no","no","no","no","yes","yes",0.953,0.31
1,"no","no","no","no","no","yes",0.92,0.2
0,"yes","no","no","no","no","yes",1.141,0.37
0,"no","no","no","no","yes","yes",0.282,0.31
0,"yes","no","no","no","yes","yes",0.625,0.38
0,"no","no","no","yes","yes","yes",0.493,0.29
0,"no","no","no","no","no","yes",0.918,0.35
0,"yes","no","no","no","no","yes",0.899,0.4
0,"no","no","no","no","yes","yes",0.92,0.34
0,"no","yes","no","yes","no","yes",0.423,0.33
0,"no","no","no","no","no","yes",0.763,0.31
0,"yes","no","no","no","yes","yes",1.202,0.41
1,"no","no","no","no","no","yes",0.496,0.24
0,"no","no","no","no","yes","yes",0.748,0.24
0,"yes","yes","no","no","no","yes",0.797,0.38
0,"no","no","no","no","no","yes",0.872,0.33
0,"no","no","no","no","yes","yes",0.654,0.32
0,"yes","no","no","no","no","yes",0.905,0.37
0,"yes","no","no","no","no","yes",0.47,0.38
0,"no","no","no","no","no","yes",0.787,0.31
1,"no","yes","no","no","no","yes",0.597,0.31
0,"no","no","no","no","no","yes",0.929,0.35
0,"no","no","no","no","yes","yes",0.784,0.31
0,"no","no","no","no","no","yes",0.274,0.24
0,"no","no","no","no","no","yes",0.645,0.35
0,"yes","no","no","no","no","yes",0.785,0.37
0,"no","no","no","no","no","yes",0.924,0.3
0,"no","no","no","no","yes","yes",0.929,0.31
0,"no","no","no","no","no","yes",0.249,0.17
0,"yes","yes","no","no","no","yes",0.747,0.37
1,"no","no","no","no","yes","yes",0.753,0.24
1,"no","no","no","no","yes","yes",0.145,0.35
1,"no","no","no","no","yes","yes",0.742,0.35
0,"no","no","no","no","no","yes",0.797,0.32
0,"no","no","no","no","no","yes",0.847,0.33
0,"no","no","no","no","no","yes",0.788,0.35
1,"yes","no","no","no","yes","yes",0.947,0.39
0,"no","no","no","no","yes","yes",0.665,0.28
1,"yes","no","no","no","no","yes",0.894,0.4
0,"yes","yes","no","yes","yes","yes",0.316,0.47
0,"yes","no","no","no","yes","yes",0.571,0.38
0,"yes","no","no","no","yes","yes",0.889,0.39
0,"no","no","no","no","no","yes",0.874,0.32
0,"yes","no","no","yes","no","yes",0.457,0.37
0,"yes","no","no","no","no","yes",0.199,0.49
0,"no","no","no","yes","yes","yes",0.757,0.17
0,"no","no","no","no","no","yes",0.584,0.33
0,"no","yes","no","yes","no","yes",0.34,0.33
0,"no","no","no","no","yes","yes",0.796,0.27
0,"no","no","no","no","yes","yes",1.096,0.32
0,"no","no","no","no","no","yes",0.928,0.35
0,"no","no","no","no","yes","yes",0.744,0.33
0,"no","no","no","yes","no","yes",0.795,0.29
0,"no","no","no","no","no","yes",0.795,0.32
0,"yes","no","no","no","no","yes",0.895,0.37
0,"no","no","no","no","no","yes",0.892,0.26
0,"no","no","no","no","no","yes",0.885,0.35
0,"no","no","no","no","no","yes",0.916,0.26
0,"no","no","no","no","no","yes",0.771,0.31
0,"no","no","no","no","no","yes",0.8,0.35
1,"yes","yes","no","no","no","no",0.903,0.55
0,"no","no","no","no","no","yes",0.774,0.31
0,"no","no","no","no","no","yes",0.545,0.24
0,"no","no","no","yes","no","yes",0.801,0.34
1,"no","yes","yes","no","no","yes",0.903,0.3
0,"no","no","no","yes","no","yes",0.746,0.33
1,"yes","no","yes","no","yes","yes",0.899,0.37
0,"no","no","no","no","no","yes",0.803,0.25
0,"no","no","no","yes","no","yes",0.784,0.29
0,"no","no","no","no","no","yes",0.888,0.32
0,"yes","no","no","no","yes","yes",0.769,0.36
0,"no","no","no","no","no","yes",0.79,0.24
0,"no","no","no","no","no","yes",0.8,0.1
0,"no","no","no","no","no","yes",0.897,0.34
0,"yes","no","yes","no","no","yes",0.667,0.43
0,"yes","no","no","yes","no","yes",0.713,0.39
0,"no","no","no","no","no","yes",0.776,0.31
0,"yes","no","no","no","yes","yes",0.677,0.37
0,"no","no","no","no","no","yes",0.6,0.31
0,"yes","no","no","no","no","yes",0.499,0.37
0,"no","no","no","yes","no","yes",0.648,0.24
0,"yes","no","no","no","no","yes",0.656,0.37
0,"no","no","no","no","yes","yes",1,0.35
0,"no","no","no","yes","no","yes",0.7,0.29
0,"no","no","no","no","no","yes",0.364,0.29
0,"no","no","no","yes","no","yes",0.752,0.07
0,"yes","no","no","no","no","yes",0.8,0.36
0,"no","no","no","no","no","yes",0.528,0.25
0,"no","no","no","yes","no","yes",0.704,0.21
0,"no","no","no","no","no","yes",0.455,0.13
0,"no","no","yes","no","yes","yes",1,0.34
0,"yes","no","no","no","no","yes",0.724,0.39
0,"no","no","no","no","no","yes",0.683,0.3
0,"no","no","no","no","yes","yes",1,0.29
0,"no","no","no","no","no","yes",0.498,0.17
0,"yes","no","no","no","no","yes",0.477,0.37
1,"yes","no","no","yes","no","yes",0.821,0.44
0,"yes","no","no","no","no","yes",0.659,0.37
0,"no","no","no","no","no","yes",0.765,0.25
0,"no","no","no","no","yes","yes",0.995,0.26
1,"yes","no","no","no","no","yes",0.449,0.75
0,"no","no","no","no","no","yes",0.508,0.175
0,"no","no","no","no","no","yes",0.745,0.18
0,"no","no","no","yes","no","yes",0.446,0.35
0,"no","yes","no","no","yes","yes",1,0.276
1,"no","no","no","no","no","yes",0.946,0.28
0,"no","yes","no","no","yes","yes",0.858,0.33
0,"no","no","no","no","yes","yes",0.604,0.18
0,"yes","yes","no","yes","yes","yes",0.604,0.48
0,"no","no","no","no","yes","yes",0.833,0.19
0,"yes","yes","no","no","yes","yes",0.927,0.4
0,"yes","no","no","no","yes","no",0.575,0.55
0,"yes","yes","no","no","yes","yes",0.804,0.39
1,"yes","no","no","yes","no","yes",0.8,0.692
0,"yes","no","no","no","no","yes",1.14,0.406
1,"yes","no","no","no","yes","yes",1.001,0.412
1,"no","no","no","no","no","no",0.948,0.3
0,"no","no","no","no","no","yes",0.779,0.348
0,"no","no","no","no","yes","yes",0.903,0.325
0,"yes","yes","no","no","no","yes",0.8,0.359
0,"no","no","no","no","no","no",0.904,0.3
0,"no","no","no","no","no","yes",0.794,0.267
0,"no","no","no","no","yes","yes",0.781,0.33
0,"no","no","no","no","no","yes",0.684,0.305
0,"no","no","no","yes","yes","yes",0.873,0.32
0,"yes","no","no","no","no","yes",0.943,0.37
0,"no","no","no","yes","no","yes",0.692,0.244
0,"no","no","no","no","no","yes",0.746,0.324
1,"no","yes","yes","no","no","yes",0.885,0.35
0,"yes","no","no","no","no","yes",0.777,0.38
0,"no","no","no","no","yes","yes",0.869,0.24
0,"no","no","no","no","no","yes",0.801,0.312
0,"no","no","no","no","no","yes",0.676,0.32
0,"yes","no","no","no","no","yes",0.795,0.36
0,"no","no","no","yes","no","yes",0.672,0.176
0,"no","no","no","yes","no","yes",0.803,0.31
0,"no","no","no","no","no","yes",0.775,0.27
1,"no","no","yes","no","no","yes",0.5,0.3
1,"yes","no","no","no","no","yes",0.901,0.41
0,"no","no","no","no","no","yes",0.412,0.19
0,"no","no","no","no","no","yes",0.534,0.2
0,"yes","no","no","no","yes","yes",0.667,0.4
0,"no","no","no","no","no","yes",0.774,0.32
0,"no","no","no","yes","no","yes",0.74,0.35
0,"yes","no","no","no","no","yes",0.667,0.37
0,"no","no","no","no","no","yes",0.944,0.35
0,"no","no","no","no","no","yes",0.782,0.33
0,"no","no","no","yes","no","yes",0.722,0.15
0,"no","no","no","no","no","yes",0.464,0.34
0,"no","no","no","yes","no","yes",0.713,0.27
0,"no","yes","no","no","no","yes",0.8,0.34
0,"no","no","no","no","no","yes",0.642,0.3
0,"no","no","no","no","no","yes",0.596,0.32
0,"yes","no","no","yes","no","yes",0.708,1.28
0,"no","no","no","no","no","yes",0.796,0.28
0,"no","no","no","yes","no","yes",0.704,0.24
0,"no","yes","no","no","no","yes",0.8,0.24
0,"yes","no","no","no","no","yes",1.032,0.38
0,"no","yes","no","no","yes","yes",0.9,0.32
0,"no","no","no","no","yes","yes",0.864,0.35
0,"no","no","no","no","yes","yes",1.188,0.25
0,"yes","no","no","no","no","yes",0.5,0.44
0,"no","no","no","no","no","yes",0.333,0.12
0,"no","no","no","no","no","yes",0.638,0.21
0,"no","no","no","yes","no","yes",0.733,0.24
0,"yes","no","no","no","no","yes",0.592,0.36
0,"no","no","no","no","yes","yes",0.803,0.32
0,"yes","no","no","yes","no","yes",0.8,0.42
0,"yes","no","yes","yes","no","yes",0.596,0.37
0,"no","no","no","yes","no","yes",0.67,0.33
0,"no","no","no","no","no","yes",0.491,0.27
0,"no","no","no","no","yes","yes",0.583,0.3
0,"yes","no","no","yes","no","yes",0.728,0.48
0,"no","no","no","no","no","yes",0.787,0.19
0,"no","no","no","no","no","yes",0.633,0.19
0,"no","no","no","no","no","yes",0.724,0.31
0,"yes","no","no","no","no","yes",0.799,0.36
0,"no","no","no","no","no","yes",0.427,0.21
0,"no","no","no","no","no","yes",0.548,0.33
0,"yes","no","no","no","no","yes",0.732,0.36
0,"yes","no","yes","no","no","yes",0.783,0.37
0,"no","no","no","no","no","yes",0.774,0.35
0,"yes","no","no","no","no","yes",0.798,0.42
0,"no","no","no","no","no","yes",0.868,0.34
0,"no","no","no","no","no","yes",0.799,0.24
0,"yes","no","no","no","yes","yes",0.898,0.38
0,"yes","no","no","no","no","yes",0.274,0.38
0,"no","no","no","yes","no","yes",0.796,0.18
0,"no","no","no","yes","no","yes",0.593,0.34
0,"no","no","no","no","no","yes",0.923,0.33
0,"no","no","no","no","no","yes",0.881,0.25
0,"yes","yes","no","no","no","yes",0.915,0.38
0,"no","no","no","yes","no","yes",0.793,0.35
0,"yes","no","no","no","no","yes",0.8,0.38
0,"yes","no","yes","yes","no","yes",0.6,0.37
0,"yes","no","yes","no","no","yes",0.726,0.38
0,"yes","no","no","no","no","yes",0.657,0.36
0,"no","no","no","no","no","yes",0.923,0.34
0,"yes","no","no","no","no","yes",0.478,0.36
0,"no","no","no","no","no","yes",0.611,0.23
0,"no","no","no","no","no","yes",0.871,0.3
0,"no","no","no","no","no","yes",0.693,0.29
0,"yes","no","no","no","no","yes",0.646,0.39
1,"yes","no","yes","no","yes","yes",0.948,0.36
0,"no","no","no","no","yes","yes",0.8,0.28
0,"yes","no","no","no","no","yes",0.876,0.38
0,"no","no","no","yes","yes","yes",0.503,0.26
0,"yes","yes","no","no","yes","yes",0.915,0.44
0,"no","yes","yes","no","no","yes",0.724,0.34
0,"no","no","no","no","yes","yes",0.877,0.34
0,"yes","no","no","no","no","yes",0.784,0.38
0,"yes","no","yes","no","no","yes",0.53,0.38
0,"no","no","no","no","yes","yes",0.915,0.35
1,"no","no","no","no","yes","yes",0.8,0.16
0,"no","no","no","no","no","yes",0.744,0.31
0,"yes","no","no","no","no","yes",0.462,0.36
0,"no","no","no","yes","no","yes",0.862,0.31
1,"yes","no","no","no","no","yes",0.658,0.45
0,"yes","no","no","no","no","yes",0.575,0.39
1,"no","no","no","no","no","yes",0.8,0.2
0,"no","no","no","no","yes","yes",0.672,0.24
0,"yes","no","no","no","yes","yes",0.722,0.45
0,"yes","no","no","no","yes","yes",0.889,0.61
0,"no","no","no","no","no","yes",0.885,0.27
0,"yes","no","no","no","no","yes",0.511,0.55
0,"no","no","no","no","yes","yes",0.929,0.32
0,"no","no","no","no","yes","yes",0.889,0.17
1,"yes","no","no","no","no","yes",0.804,0.47
0,"no","no","no","yes","yes","yes",0.593,0.14
0,"yes","no","no","no","yes","yes",0.85,0.38
0,"no","no","no","yes","no","yes",0.762,0.31
0,"yes","no","no","no","yes","yes",0.593,0.53
0,"no","no","no","no","yes","yes",0.708,0.26
0,"no","no","no","no","no","yes",0.766,0.2
0,"no","no","no","yes","no","yes",0.8,0.33
0,"no","no","no","yes","no","yes",0.547,0.2
0,"yes","no","yes","no","no","yes",0.69,0.52
0,"no","no","no","no","yes","yes",0.418,0.33
0,"no","no","no","no","yes","yes",0.388,0.19
0,"no","no","no","no","no","yes",0.902,0.294
1,"no","no","no","no","no","yes",0.848,0.293
0,"no","no","no","no","no","yes",0.352,0.337
0,"no","no","no","no","no","yes",0.308,0.201
0,"no","no","no","no","no","yes",0.339,0.264
0,"no","no","no","no","no","yes",0.885,0.28
0,"yes","no","no","no","yes","yes",0.801,0.44
0,"no","no","no","no","no","yes",0.8,0.267
0,"yes","no","no","no","no","yes",0.724,0.41
0,"no","no","no","no","no","yes",0.338,0.284
0,"no","no","no","no","yes","yes",0.2,0.3
0,"no","no","no","no","yes","yes",0.333,0.27
0,"no","no","yes","no","no","yes",0.769,0.333
0,"no","no","no","no","no","yes",0.8,0.307
0,"yes","no","no","no","no","yes",0.9,0.366
0,"yes","no","no","no","yes","yes",0.798,0.439
1,"no","no","yes","no","no","yes",0.795,0.12
0,"yes","no","no","no","no","yes",0.757,0.36
1,"yes","no","yes","no","no","yes",0.8,0.41
0,"no","no","no","no","no","yes",0.4,0.33
0,"yes","no","no","yes","no","no",0.488,0.38
0,"no","no","no","no","no","yes",0.6,0.32
1,"no","no","yes","yes","no","yes",0.903,0.32
0,"yes","no","no","no","yes","yes",0.618,0.365
0,"no","no","no","no","no","yes",0.671,0.28
0,"no","no","no","no","yes","yes",0.519,0.35
0,"no","no","no","no","no","yes",0.179,0.231
0,"no","no","no","no","no","yes",0.536,0.31
0,"no","no","no","no","no","yes",0.545,0.114
0,"no","no","no","no","no","yes",0.49,0.3
0,"no","no","no","yes","no","yes",0.69,0.287
0,"yes","no","no","no","no","yes",0.857,0.43
0,"no","no","no","no","no","yes",0.89,0.35
0,"no","no","no","no","no","yes",0.809,0.33
0,"yes","no","no","no","no","yes",0.864,0.42
0,"yes","no","no","no","yes","yes",1,0.5
0,"yes","no","no","no","yes","yes",1,0.4
0,"yes","no","no","no","no","yes",0.733,0.38
0,"no","no","no","no","yes","yes",0.801,0.33
0,"no","no","no","no","yes","yes",0.902,0.22
0,"yes","no","yes","no","no","yes",0.65,0.38
0,"yes","no","no","no","no","yes",0.592,0.38
0,"yes","no","no","no","no","yes",0.8,0.38
0,"yes","no","no","no","no","yes",0.789,0.38
0,"yes","no","no","no","no","yes",0.8,0.38
0,"yes","no","no","yes","no","yes",0.375,0.38
1,"yes","no","no","no","no","yes",0.417,0.38
0,"yes","yes","no","no","no","yes",0.76,0.38
0,"yes","no","no","no","no","yes",0.773,0.38
0,"no","no","no","no","no","yes",0.769,0.23
0,"no","no","no","no","no","yes",0.367,0.26
0,"no","no","no","no","yes","yes",0.632,0.15
0,"no","no","no","no","no","yes",0.489,0.17
0,"no","no","no","no","no","yes",0.437,0.28
1,"no","no","no","no","no","yes",0.869,0.3
0,"no","no","no","no","yes","yes",0.634,0.3
0,"no","no","no","no","no","yes",0.769,0.17
0,"yes","no","no","no","no","yes",0.8,0.38
1,"yes","no","no","no","no","yes",0.82,0.37
0,"no","no","no","no","no","yes",0.766,0.35
0,"yes","no","no","no","no","yes",0.792,0.577
0,"yes","no","no","no","no","yes",0.875,0.37
0,"yes","no","no","yes","no","yes",0.8,0.367
0,"yes","no","no","no","no","yes",0.742,0.487
0,"yes","no","yes","no","no","yes",0.362,0.399
0,"yes","no","no","no","no","yes",0.868,0.362
0,"yes","no","no","no","yes","yes",0.741,0.42
0,"yes","no","no","no","no","yes",0.667,0.431
0,"yes","no","no","no","no","yes",0.491,0.36
0,"yes","no","no","no","no","yes",0.929,0.37
0,"no","no","no","no","yes","yes",0.765,0.34
0,"no","no","no","no","no","yes",0.924,0.3
0,"yes","no","no","no","no","yes",0.541,0.38
0,"yes","no","no","no","no","yes",0.737,0.38
0,"no","no","no","no","yes","yes",0.789,0.32
0,"no","no","no","no","no","yes",0.732,0.25
0,"no","yes","no","no","yes","yes",0.752,0.27
0,"yes","no","no","no","yes","yes",0.579,0.4
0,"yes","no","no","no","no","yes",0.799,0.36
0,"no","no","no","no","no","yes",0.893,0.32
0,"yes","no","no","no","yes","yes",0.748,0.38
0,"no","no","no","no","no","yes",0.847,0.27
0,"no","no","no","no","no","yes",0.601,0.3
0,"no","no","no","no","yes","yes",0.773,0.33
0,"no","no","no","no","no","yes",0.8,0.28
0,"no","no","no","no","no","yes",0.9,0.29
0,"no","no","no","no","no","yes",0.49,0.32
0,"no","yes","no","no","no","yes",0.789,0.31
0,"yes","no","no","no","yes","yes",0.747,0.39
0,"no","no","yes","yes","yes","yes",0.751,0.32
0,"yes","no","no","yes","no","yes",0.703,0.367
0,"yes","no","no","yes","no","yes",0.743,0.41
0,"no","no","no","no","no","yes",0.946,0.26
0,"yes","yes","no","no","yes","yes",0.792,0.39
0,"no","yes","no","no","yes","yes",0.597,0.106
0,"no","no","no","no","yes","yes",0.803,0.32
0,"yes","no","no","no","no","yes",0.476,0.36
0,"yes","yes","no","no","no","yes",0.9,0.38
0,"no","no","no","yes","no","yes",0.777,0.28
0,"yes","no","no","no","no","yes",0.8,0.38
1,"no","no","no","yes","no","yes",0.706,0.31
0,"no","no","no","no","yes","yes",0.897,0.35
0,"no","no","no","yes","yes","yes",0.417,0.16
0,"no","no","no","no","no","yes",0.653,0.33
1,"yes","no","yes","no","yes","yes",0.896,0.39
0,"no","no","no","no","no","yes",0.486,0.26
0,"yes","no","no","no","no","yes",0.742,0.36
0,"no","no","no","no","no","yes",0.77,0.34
0,"yes","no","yes","no","no","yes",0.679,0.36
0,"no","no","no","no","no","yes",0.504,0.33
0,"yes","no","yes","no","no","yes",0.747,0.36
0,"yes","no","no","no","yes","yes",0.736,0.37
0,"no","no","no","no","yes","yes",0.793,0.22
0,"no","no","no","no","no","yes",0.785,0.34
0,"no","no","no","no","no","yes",0.723,0.34
0,"yes","no","no","no","yes","yes",0.921,0.4
0,"no","no","no","yes","yes","yes",0.512,0.1
0,"yes","no","no","no","yes","yes",0.915,0.4
0,"no","no","no","no","no","yes",0.528,0.28
0,"yes","no","yes","no","no","yes",0.886,0.36
0,"yes","yes","no","no","no","yes",0.914,0.39
0,"no","no","no","no","no","yes",0.679,0.22
0,"yes","no","no","no","yes","yes",0.812,0.36
0,"no","no","no","no","no","yes",0.916,0.34
0,"no","no","no","no","no","yes",0.8,0.32
0,"yes","no","yes","no","no","yes",0.8,0.39
1,"no","no","no","no","no","yes",0.296,0.31
0,"yes","no","no","no","no","yes",0.778,0.37
0,"yes","no","no","no","no","yes",0.863,0.42
0,"no","yes","yes","no","yes","yes",0.902,0.27
0,"yes","no","no","no","no","yes",0.93,0.37
0,"no","no","no","no","no","yes",0.771,0.32
0,"no","yes","no","yes","no","yes",0.903,0.29
0,"yes","no","no","no","no","yes",0.89,0.37
0,"yes","no","no","no","yes","yes",0.602,0.36
0,"yes","no","yes","no","no","yes",0.766,0.36
0,"no","no","no","no","yes","yes",0.802,0.33
1,"no","no","no","yes","no","yes",0.689,0.29
1,"no","no","no","no","no","yes",0.692,0.26
0,"no","yes","no","no","no","yes",0.867,0.29
0,"no","no","no","no","yes","yes",0.547,0.32
0,"no","no","no","no","no","yes",0.601,0.21
0,"no","no","no","no","no","yes",0.776,0.32
0,"no","no","no","no","no","yes",0.756,0.29
0,"yes","no","no","no","yes","yes",0.87,0.36
0,"yes","no","no","no","no","yes",0.786,0.36
0,"no","no","no","no","no","yes",0.677,0.22
0,"no","no","no","no","no","yes",0.713,0.25
0,"no","no","no","no","yes","yes",0.767,0.35
0,"no","no","no","no","no","yes",0.8,0.26
0,"no","no","no","yes","no","yes",0.693,0.33
0,"no","no","yes","no","no","yes",0.939,0.31
0,"no","no","no","no","no","yes",0.515,0.34
0,"no","no","no","no","no","yes",0.478,0.3
0,"no","no","no","no","no","yes",0.54,0.33
0,"yes","no","no","no","no","yes",0.885,0.39
0,"yes","no","yes","no","no","yes",0.869,0.36
0,"no","no","no","no","yes","yes",0.727,0.28
0,"no","no","no","no","yes","yes",0.897,0.26
0,"no","yes","yes","no","no","yes",0.921,0.35
0,"no","no","no","no","no","yes",0.624,0.29
0,"no","no","no","no","no","yes",0.778,0.34
0,"no","no","no","no","no","yes",0.768,0.3
0,"no","no","no","no","yes","yes",0.267,0.25
0,"no","no","no","no","no","yes",0.763,0.28
0,"yes","no","no","no","no","yes",0.949,0.36
0,"no","no","yes","no","no","yes",0.899,0.35
0,"no","no","no","no","no","yes",0.733,0.31
0,"no","no","yes","no","no","yes",0.659,0.26
0,"no","no","no","no","no","yes",0.951,0.27
0,"no","yes","no","no","no","yes",0.644,0.32
0,"no","no","no","no","no","yes",0.747,0.31
0,"yes","no","no","no","no","yes",0.882,0.38
0,"no","no","no","no","yes","yes",0.743,0.27
0,"no","no","no","no","no","yes",0.894,0.27
0,"no","no","no","yes","no","yes",0.865,0.23
0,"no","no","no","no","no","yes",0.878,0.33
0,"no","no","no","no","yes","yes",0.739,0.3
0,"yes","no","no","no","no","yes",0.69,0.37
0,"no","no","yes","no","yes","yes",0.892,0.35
0,"no","no","no","no","no","yes",0.778,0.3
1,"yes","no","no","no","no","yes",0.607,0.69
0,"no","no","no","yes","no","yes",0.518,0.24
0,"no","no","no","no","no","yes",0.68,0.25
0,"no","no","no","no","yes","yes",0.724,0.27
0,"no","no","no","no","yes","yes",0.779,0.29
0,"no","no","no","no","yes","yes",0.859,0.34
0,"no","no","no","no","yes","yes",0.909,0.33
0,"yes","no","no","no","yes","yes",0.772,0.5
0,"yes","no","no","no","yes","yes",0.868,0.42
0,"no","no","no","no","yes","yes",0.893,0.32
0,"yes","no","no","no","yes","yes",0.448,0.44
0,"yes","yes","no","no","yes","yes",0.46,0.38
0,"no","no","no","no","yes","yes",0.519,0.34
0,"no","yes","no","no","yes","yes",0.614,0.3
0,"yes","yes","no","no","yes","yes",0.748,0.39
0,"no","no","no","yes","no","yes",0.8,0.28
0,"no","no","no","no","yes","yes",0.798,0.32
0,"yes","no","no","no","no","yes",0.734,0.41
0,"yes","no","no","no","yes","yes",0.652,0.47
0,"no","yes","no","no","yes","yes",0.748,0.35
0,"no","no","no","no","no","yes",0.803,0.32
0,"no","no","no","no","no","yes",0.636,0.29
0,"no","yes","no","no","yes","yes",0.77,0.32
0,"no","no","no","no","yes","yes",0.802,0.25
0,"no","no","no","yes","no","yes",0.772,0.34
0,"yes","no","no","no","no","yes",0.76,0.36
0,"no","no","no","no","no","yes",0.771,0.33
0,"no","yes","no","no","no","yes",0.789,0.25
0,"no","no","no","no","yes","yes",0.594,0.25
0,"no","no","no","no","no","yes",0.793,0.27
0,"no","no","no","no","no","yes",0.794,0.25
0,"no","no","no","yes","no","yes",0.421,0.23
0,"no","no","no","no","yes","yes",0.625,0.19
0,"no","no","no","yes","no","yes",1.6,0.25
0,"no","no","no","no","no","yes",0.74,0.26
0,"no","no","no","no","yes","yes",0.812,0.18
0,"no","no","no","no","yes","yes",0.836,0.34
0,"yes","no","no","no","yes","yes",0.676,0.36
0,"no","no","no","no","yes","yes",0.873,0.26
0,"yes","no","no","no","yes","yes",0.497,0.38
0,"yes","no","no","no","no","no",0.64,0.4
0,"no","no","no","no","yes","yes",0.815,0.3
0,"no","no","no","yes","yes","yes",0.741,0.22
0,"no","no","no","no","yes","yes",0.696,0.19
0,"yes","no","no","no","yes","yes",0.821,0.39
0,"no","no","no","no","no","yes",0.23,0.27
0,"yes","no","no","no","yes","yes",0.876,0.36
0,"no","no","no","no","yes","yes",0.735,0.27
0,"no","no","no","no","no","yes",0.929,0.33
0,"no","yes","no","no","no","yes",0.75,0.32
0,"yes","no","yes","no","yes","yes",0.65,0.4
0,"yes","no","no","no","yes","yes",0.593,0.36
0,"no","no","no","no","no","yes",0.698,0.31
0,"no","no","no","no","no","yes",0.714,0.1
0,"no","no","no","no","yes","yes",0.729,0.27
0,"no","no","no","no","yes","yes",0.752,0.27
0,"yes","no","no","no","no","yes",0.744,0.37
0,"yes","no","no","no","no","yes",0.946,0.39
0,"no","no","no","yes","no","yes",0.645,0.32
0,"yes","no","no","no","yes","yes",0.787,0.38
0,"yes","no","no","no","yes","yes",0.714,0.37
0,"no","no","no","no","no","yes",0.8,0.34
0,"yes","no","no","no","yes","yes",0.752,0.39
0,"no","no","no","no","no","yes",0.731,0.31
0,"no","no","no","no","no","yes",0.866,0.35
0,"no","no","no","no","no","yes",0.647,0.3
0,"no","no","no","no","yes","yes",0.882,0.27
0,"no","yes","no","no","no","yes",0.79,0.25
0,"yes","no","no","no","no","yes",0.885,0.37
0,"no","no","yes","yes","no","yes",0.524,0.34
0,"yes","no","no","no","no","yes",0.892,0.36
0,"no","yes","no","no","yes","yes",0.833,0.33
0,"yes","yes","no","no","yes","yes",0.884,0.38
0,"no","yes","no","no","yes","yes",0.689,0.31
0,"no","no","no","no","no","yes",0.722,0.3
0,"no","no","no","yes","no","yes",0.608,0.28
0,"no","yes","no","yes","no","yes",0.791,0.31
0,"no","no","no","no","no","yes",0.884,0.31
0,"yes","yes","no","no","no","yes",0.919,0.38
0,"no","no","no","no","no","yes",0.842,0.34
0,"no","no","no","no","yes","yes",0.507,0.27
0,"no","yes","no","no","yes","yes",0.745,0.28
0,"no","no","no","yes","no","yes",0.11,0.24
0,"no","no","no","no","no","yes",0.778,0.28
0,"no","no","no","no","no","yes",0.797,0.31
0,"no","no","no","no","yes","yes",0.144,0.21
0,"no","no","no","yes","no","yes",0.611,0.34
0,"no","no","no","no","no","no",0.667,0.2
0,"no","yes","no","no","yes","yes",0.72,0.32
0,"yes","no","no","no","no","yes",0.864,0.4
